Currency_Pair,Sharpe_Ratio,Total_Trades,Winning_Trades,Losing_Trades,Win_Rate_Percent,Total_Profit,Avg_Profit_Per_Trade,Avg_Winning_Trade,Avg_Losing_Trade,Max_Profit,Max_Loss,Profit_Std,Profit_Factor,Initial_Balance,Final_Balance,Total_Return_Percent,Trading_Period_Days,Start_Date,End_Date,XIRR,Max_Drawdown
V5,0.1652917246212034,538,508,30,94.42,1912.0,3.55,8.78,-84.81,0,0,21.477179260700932,1.753,1003.78,2915.78,190.48,1751,2020-01-06,2024-10-22,24.89,556.0
"v5-v2 - Tp 60,SL 60 all day",0.1175176150092396,562,206,356,36.65,7529.96,13.4,163.35,-73.27,0,0,114.0254590679571,1.29,30036.0,37565.96,25.07,1821,2020-01-06,2024-12-31,4.59,2860.0
